modelo_aeronave,idade_aeronave_anos,horas_voo_total,tipo_motor,companhia_aerea,ultima_manutencao_meses,ciclos_pouso_decolagem,temperatura_media_operacao,falha_critica,tipo_falha
Airbus A320,24,36968,Turboprop,British,2,3168,-15.593793839092818,0.0,Nenhuma
Airbus A350,25,31198,Turbofan,British,22,4966,-24.383091070977823,1.0,Estrutural
Boeing 737,4,11155,Turbojato,LATAM,20,2022,-7.797965487702825,0.0,Nenhuma
Airbus A350,6,48397,Turboprop,Emirates,1,1843,36.022561491607746,1.0,Motor
Embraer E190,9,30575,Turbofan,Delta,8,3268,-39.16183809134314,0.0,Nenhuma
Boeing 787,22,9859,Turboprop,Emirates,14,4607,17.618832364908357,0.0,Nenhuma
Bombardier CRJ,14,37161,Turbofan,United,9,2583,0.5586039449844264,0.0,Nenhuma
Embraer E190,28,40079,Turboprop,American,2,2507,-26.311071728342196,0.0,Nenhuma
Boeing 787,12,42556,Turbojato,Emirates,23,3150,-12.713170266670332,1.0,Motor
Airbus A330,28,33772,Turbojato,United,5,4416,-20.87924627045212,1.0,Elétrico
Embraer E190,25,43081,Turboprop,British,23,2783,34.6157342706604,1.0,Estrutural
Airbus A330,20,15171,Turbofan,United,8,4530,0.9592376353241718,1.0,Pressurização
Airbus A320,24,27548,Turboprop,Delta,16,4205,7.863013619161883,1.0,Elétrico
Airbus A320,25,11238,Turbofan,LATAM,22,269,10.463447643646752,0.0,Nenhuma
Boeing 737,4,26463,Turboprop,LATAM,16,2868,14.367455591200269,0.0,Nenhuma
Airbus A350,21,44454,Turbofan,LATAM,13,1956,2.122233681954043,1.0,Elétrico
Embraer E190,24,7273,Turbojato,LATAM,20,2661,-38.48074987891316,0.0,Nenhuma
Airbus A330,12,37084,Turboprop,British,15,2643,-11.548571612254587,0.0,Nenhuma
Boeing 787,10,30394,Turbojato,Azul,1,145,-24.37077453871575,0.0,Nenhuma
Airbus A320,22,1217,Turbojato,Emirates,22,1038,17.81214164749254,1.0,Estrutural
Airbus A350,28,12176,Turboprop,Delta,3,1162,-35.18010463354604,1.0,Estrutural
Airbus A320,7,4934,Turboprop,GOL,6,2328,7.923288244489761,0.0,Nenhuma
Boeing 787,3,38325,Turbofan,Delta,22,295,-22.09630360668442,1.0,Sistemas de Navegação
Airbus A350,23,29600,Turbofan,Azul,14,2208,40.6518962697002,1.0,Elétrico
Airbus A350,28,5494,Turbojato,LATAM,4,4379,-11.47901991414448,1.0,Sistema Hidráulico
Airbus A330,14,4734,Turbofan,Azul,18,3399,-12.356198733156091,0.0,Nenhuma
Airbus A330,24,4264,Turbofan,American,15,2775,38.48769677921152,1.0,Estrutural
Embraer E190,10,44449,Turboprop,American,9,4127,-4.525426774147981,1.0,APU
Embraer E190,16,37905,Turbofan,Emirates,18,4948,41.84329840578809,1.0,Outros
Boeing 777,16,35372,Turbojato,British,3,2716,-37.9455200686522,1.0,Sistema de Pouso
Bombardier CRJ,22,42715,Turbofan,Delta,10,3249,-13.960711107817563,1.0,Elétrico
Boeing 777,10,23685,Turbojato,Delta,17,2804,16.626401622646647,0.0,Nenhuma
Boeing 737,25,43942,Turboprop,GOL,7,1467,35.72284198484927,0.0,Nenhuma
Airbus A320,13,41653,Turbojato,British,15,704,-18.205524594295866,0.0,Nenhuma
Embraer E190,6,12499,Turbofan,GOL,1,2492,39.0905953169118,0.0,Nenhuma
Airbus A330,12,36987,Turboprop,American,11,160,10.500324652430997,0.0,Nenhuma
Boeing 787,9,3081,Turbofan,LATAM,17,139,28.085700671822863,1.0,Sistema de Pouso
Airbus A330,13,3263,Turboprop,Azul,5,812,-6.237379133913734,0.0,Nenhuma
Airbus A320,4,27874,Turboprop,GOL,7,3222,-21.964667481815766,1.0,Sistema de Pouso
Boeing 777,24,39259,Turbofan,United,19,2229,37.45501031305392,1.0,Sistema Hidráulico
Airbus A330,11,11031,Turbofan,GOL,15,2554,39.31654881452859,0.0,Nenhuma
Bombardier CRJ,20,25807,Turboprop,LATAM,3,1514,2.2938872531015164,1.0,Outros
Boeing 737,18,31335,Turboprop,LATAM,15,147,-39.447923640063195,1.0,Outros
Airbus A320,26,11564,Turbofan,Delta,5,342,-30.668448938015622,0.0,Nenhuma
Boeing 777,11,11812,Turbojato,Azul,23,1889,8.707376619696348,0.0,Nenhuma
Bombardier CRJ,25,38048,Turbofan,LATAM,12,1784,-37.97898030433967,0.0,Nenhuma
Boeing 787,21,37445,Turboprop,British,20,2669,-6.262486461130898,1.0,Elétrico
Boeing 777,4,48437,Turbofan,GOL,5,4797,-14.21355462637893,0.0,Nenhuma
Airbus A350,18,6976,Turbojato,GOL,3,2246,20.7196034091874,0.0,Nenhuma
Bombardier CRJ,1,25065,Turbofan,American,9,3516,-35.2758127994255,0.0,Nenhuma
Bombardier CRJ,27,2882,Turboprop,LATAM,9,1956,1.5421578630694341,0.0,Nenhuma
Boeing 737,7,22963,Turbofan,United,7,1771,9.224712939426453,0.0,Nenhuma
Airbus A320,6,45776,Turboprop,Delta,2,3741,12.469741464472506,0.0,Nenhuma
Boeing 787,15,33902,Turboprop,Azul,23,1866,-5.561597878560029,1.0,Sistemas de Navegação
Boeing 737,18,26845,Turbofan,United,23,302,-14.128738408488168,0.0,Nenhuma
Boeing 777,24,45264,Turboprop,Delta,21,4277,18.011907867657648,1.0,Elétrico
Boeing 737,11,27446,Turboprop,GOL,16,3569,32.04336908871207,1.0,Pressurização
Bombardier CRJ,20,14662,Turbojato,United,9,1957,18.957499211544693,0.0,Nenhuma
Airbus A320,24,49654,Turbojato,Delta,13,1960,39.22870106386384,1.0,Estrutural
Embraer E190,15,47273,Turbojato,GOL,19,2571,20.967399655423804,1.0,Sistema de Combustível
Boeing 737,16,8897,Turbojato,GOL,20,3899,24.992592391157558,0.0,Nenhuma
Airbus A350,7,22835,Turboprop,GOL,17,1108,-25.728228288822447,0.0,Nenhuma
Boeing 737,21,45595,Turbofan,GOL,6,3588,-4.339130215229503,1.0,Elétrico
Boeing 777,10,14894,Turboprop,British,4,2372,1.2297031312570397,0.0,Nenhuma
Boeing 777,26,27697,Turboprop,GOL,1,236,-18.215081204958352,0.0,Nenhuma
Boeing 787,12,22510,Turboprop,American,18,998,4.92588813028447,0.0,Nenhuma
Boeing 777,24,24623,Turbofan,United,19,2340,-15.282684741142962,0.0,Nenhuma
Airbus A330,14,22887,Turbojato,Delta,9,4409,18.43767788837536,0.0,Nenhuma
Airbus A320,25,3390,Turboprop,American,13,4667,-0.025479480230053753,1.0,Sistema Hidráulico
Airbus A320,5,28269,Turboprop,British,8,4928,-1.0014088871319728,0.0,Nenhuma
Embraer E190,26,44126,Turbojato,Emirates,23,4680,43.60961513778899,1.0,Sistema Hidráulico
Embraer E190,21,8526,Turboprop,Emirates,13,259,-6.642187873881511,0.0,Nenhuma
Airbus A320,18,3806,Turbofan,American,15,2143,-9.204888229886695,0.0,Nenhuma
Airbus A350,5,34165,Turboprop,LATAM,11,3588,-12.918628440974377,0.0,Nenhuma
Embraer E190,3,9777,Turboprop,LATAM,12,1613,36.05368378294284,0.0,Nenhuma
Boeing 787,23,42739,Turbojato,LATAM,14,75,2.2215252183451497,1.0,Elétrico
Boeing 777,26,48164,Turboprop,Azul,4,224,11.001230585854017,0.0,Nenhuma
Airbus A320,5,48508,Turboprop,LATAM,1,1384,-24.630429284796424,0.0,Nenhuma
Bombardier CRJ,24,15183,Turbofan,Delta,4,371,5.980100600418787,0.0,Nenhuma
Embraer E190,17,1170,Turbojato,American,19,4200,-16.654903606178493,1.0,Instrumentos
Airbus A320,19,24175,Turbojato,Delta,9,4097,22.104138307344584,1.0,Pressurização
Airbus A330,19,18389,Turbofan,United,10,3277,30.764909647352482,0.0,Nenhuma
Boeing 737,25,45035,Turboprop,LATAM,4,1922,20.758908831158593,1.0,Sistema Hidráulico
Boeing 777,21,13506,Turbojato,British,20,2117,22.07075413297187,1.0,Elétrico
Airbus A320,12,49036,Turbojato,Azul,9,382,3.560349850158943,1.0,Motor
Boeing 737,25,27031,Turboprop,United,13,3041,20.5300347884015,0.0,Nenhuma
Embraer E190,29,22139,Turboprop,British,12,960,-4.071610481806374,1.0,Estrutural
Boeing 737,9,17133,Turbojato,Azul,11,4546,15.376578050017109,0.0,Nenhuma
Boeing 777,1,35160,Turboprop,Emirates,12,999,-17.981667139756254,0.0,Nenhuma
Airbus A320,18,3939,Turbojato,United,18,2125,-34.07065395347914,0.0,Nenhuma
Airbus A330,21,32672,Turboprop,Emirates,12,2564,-4.854772549632678,0.0,Nenhuma
Airbus A350,4,36122,Turboprop,American,16,3381,-0.7488567586583557,0.0,Nenhuma
Embraer E190,10,12077,Turbofan,Delta,5,3079,-18.205391553961352,0.0,Nenhuma
Airbus A320,25,12263,Turboprop,GOL,20,150,21.8553090646152,0.0,Nenhuma
Boeing 777,7,20676,Turbofan,Delta,12,4696,-33.748209287016266,0.0,Nenhuma
Embraer E190,22,44886,Turboprop,LATAM,21,2450,-21.06639242776897,1.0,Sistema Hidráulico
Boeing 787,23,24755,Turbojato,Emirates,11,3421,23.628001068558277,1.0,Elétrico
Boeing 737,1,41503,Turbojato,British,9,2393,-2.8444367320989485,0.0,Nenhuma
Airbus A350,17,20496,Turboprop,GOL,18,402,19.94910804334156,0.0,Nenhuma
Boeing 777,24,35886,Turboprop,Azul,3,3005,8.23629961160568,1.0,Sistema Hidráulico
Boeing 787,29,21562,Turbojato,Emirates,20,1068,40.8105837497758,1.0,Sistema Hidráulico
Bombardier CRJ,29,36431,Turboprop,American,17,1229,10.812645781440807,1.0,Sistema Hidráulico
Airbus A320,2,36210,Turbofan,American,14,3586,-38.73613718063083,1.0,Sistema de Pouso
Airbus A330,28,35193,Turbofan,Emirates,1,3700,-10.005425207131609,0.0,Nenhuma
Embraer E190,26,36240,Turbofan,Emirates,17,2552,-27.839842012599846,0.0,Nenhuma
Boeing 737,11,12205,Turbofan,Emirates,8,3869,38.59386259580478,0.0,Nenhuma
Embraer E190,9,43908,Turbofan,Azul,5,1029,-31.158941385768173,1.0,Sistema de Combustível
Airbus A350,7,28547,Turboprop,LATAM,5,4884,-7.044933633857568,0.0,Nenhuma
Airbus A320,22,11466,Turboprop,Azul,9,1026,-20.781568541731165,0.0,Nenhuma
Embraer E190,17,17874,Turbofan,United,3,1421,31.97136918372233,0.0,Nenhuma
Boeing 737,17,11638,Turboprop,British,19,2330,-13.771847704942058,1.0,Sistemas de Navegação
Airbus A320,2,16435,Turboprop,Emirates,23,4626,44.31094606712483,1.0,Instrumentos
Embraer E190,6,46413,Turbofan,British,9,157,-36.71758852295868,0.0,Nenhuma
Airbus A330,14,989,Turboprop,LATAM,22,1022,-29.0964743406819,1.0,Sistemas de Navegação
Boeing 777,6,45016,Turboprop,GOL,18,1676,-20.905704003525724,0.0,Nenhuma
Airbus A320,2,22760,Turboprop,Azul,16,753,28.94401341701355,1.0,Outros
Boeing 777,1,26569,Turbofan,LATAM,1,924,34.673962770441335,0.0,Nenhuma
Bombardier CRJ,10,19775,Turboprop,British,2,3859,-33.9266326481991,1.0,Sistema de Pouso
Airbus A320,21,36784,Turbojato,GOL,14,2461,-37.240887950206506,0.0,Nenhuma
Airbus A330,5,39678,Turbojato,Azul,14,2157,23.28733285388924,0.0,Nenhuma
Boeing 777,2,33321,Turbofan,American,1,3603,-28.665079425942857,0.0,Nenhuma
Boeing 787,22,17499,Turbojato,Azul,16,1323,-28.69512009865567,0.0,Nenhuma
Boeing 737,16,39212,Turbofan,Delta,15,609,-38.098844567973515,0.0,Nenhuma
Boeing 787,25,40672,Turbojato,Azul,15,166,-35.76633040540914,1.0,Elétrico
Embraer E190,2,34222,Turbojato,Delta,12,3096,-17.587586019383423,0.0,Nenhuma
Airbus A330,10,11125,Turbojato,GOL,16,93,-34.47453340008146,0.0,Nenhuma
Boeing 787,2,2129,Turbofan,Azul,14,558,-8.645277208961577,0.0,Nenhuma
Airbus A320,16,11473,Turbofan,GOL,15,3489,30.78587765432468,1.0,Pressurização
Embraer E190,16,7359,Turboprop,GOL,23,3978,-12.262778127664625,0.0,Nenhuma
Embraer E190,19,42109,Turbofan,British,15,4994,21.86590381924659,1.0,APU
Boeing 787,29,43807,Turbojato,LATAM,19,966,-32.017652989362446,0.0,Nenhuma
Bombardier CRJ,7,45950,Turbojato,GOL,8,2995,16.046890930656893,1.0,Sistema de Combustível
Boeing 787,22,36546,Turbofan,GOL,2,848,-13.076489423118023,1.0,Elétrico
Bombardier CRJ,12,22339,Turbofan,British,2,1810,23.72899468924824,0.0,Nenhuma
Airbus A330,24,27716,Turbofan,British,10,2383,-28.418578805207538,0.0,Nenhuma
Boeing 737,15,19445,Turboprop,Azul,3,3325,36.32008710998096,0.0,Nenhuma
Boeing 787,8,7039,Turbojato,British,23,868,-19.38093775367539,0.0,Nenhuma
Airbus A350,6,34125,Turboprop,Azul,17,2218,-9.983287571100004,0.0,Nenhuma
Bombardier CRJ,28,5386,Turboprop,American,8,3785,40.765360419533536,1.0,Elétrico
Boeing 787,27,46213,Turbojato,British,23,3115,9.17100057712301,1.0,Sistema Hidráulico
Boeing 777,10,7985,Turbojato,LATAM,4,3309,-8.909420888143135,1.0,Pressurização
Airbus A320,3,31955,Turbofan,GOL,14,956,40.716182497858696,0.0,Nenhuma
Airbus A350,19,46948,Turbofan,LATAM,21,4158,-12.028419564347281,1.0,Motor
Airbus A350,17,17267,Turboprop,Delta,10,652,-31.93598942260972,1.0,Outros
Bombardier CRJ,7,47665,Turbofan,Emirates,1,4345,44.73215546805069,1.0,Sistema de Combustível
Boeing 777,21,28953,Turbofan,British,4,2683,-17.233181752492325,1.0,Sistema Hidráulico
Boeing 777,20,11244,Turbojato,GOL,1,1841,32.35691713946663,0.0,Nenhuma
Embraer E190,26,37602,Turbojato,LATAM,17,3577,-25.92903244003758,0.0,Nenhuma
Bombardier CRJ,4,12726,Turbofan,British,17,4593,22.165087601077133,0.0,Nenhuma
Boeing 737,14,28369,Turbojato,British,7,1861,4.578198530141421,0.0,Nenhuma
Airbus A320,20,23088,Turbofan,Emirates,23,3961,43.37705745466101,0.0,Nenhuma
Airbus A330,22,13940,Turbojato,American,20,890,6.990580267853957,1.0,Elétrico
Airbus A350,15,32209,Turbojato,American,15,3192,-37.8737120892774,1.0,Pressurização
Airbus A330,24,48288,Turbojato,GOL,13,4735,11.329629118047471,1.0,Estrutural
Boeing 787,8,22995,Turbojato,Delta,2,2140,-27.648101211386788,0.0,Nenhuma
Boeing 787,21,37519,Turbofan,American,19,4665,27.875977798977402,1.0,Elétrico
Airbus A330,15,45448,Turboprop,Emirates,13,1086,32.80829670164141,0.0,Nenhuma
Boeing 787,22,49408,Turbojato,American,11,774,0.977949097550713,1.0,Sistema Hidráulico
Boeing 737,20,1422,Turbofan,Delta,22,1037,26.57382384944539,0.0,Nenhuma
Boeing 777,28,28026,Turbofan,LATAM,15,852,-27.665587484063565,0.0,Nenhuma
Boeing 787,14,8457,Turbojato,American,10,2632,1.826645855529918,0.0,Nenhuma
Embraer E190,27,49064,Turboprop,Emirates,9,3887,-6.514737501300303,0.0,Nenhuma
Boeing 787,29,34498,Turbojato,Azul,9,576,11.961977899511915,0.0,Nenhuma
Airbus A320,9,43895,Turbofan,Emirates,20,1715,-36.219438951731405,1.0,Sistema de Combustível
Boeing 737,8,24531,Turboprop,United,1,1188,23.930441251133324,0.0,Nenhuma
Airbus A320,26,10506,Turbofan,United,17,509,-33.27401039465189,1.0,Sistema Hidráulico
Airbus A320,28,38201,Turbojato,American,12,2602,15.800078990064016,0.0,Nenhuma
Embraer E190,26,47563,Turboprop,LATAM,10,4470,-38.43113582910474,1.0,Estrutural
Boeing 737,17,26439,Turbofan,British,5,4724,30.710485419322012,0.0,Nenhuma
Boeing 737,2,49645,Turbofan,LATAM,18,2858,-25.15053143097859,0.0,Nenhuma
Bombardier CRJ,25,20824,Turbofan,Emirates,15,2948,3.8172854580441893,1.0,Elétrico
Boeing 737,24,23367,Turbojato,GOL,6,3293,-17.773103183152354,0.0,Nenhuma
Boeing 737,3,703,Turboprop,Azul,7,4118,21.425012175190822,0.0,Nenhuma
Boeing 737,8,17044,Turbojato,LATAM,17,2381,-12.685156483873694,0.0,Nenhuma
Embraer E190,12,16399,Turbojato,Delta,6,4620,21.591781455006966,1.0,Pressurização
Boeing 787,1,29563,Turbojato,Emirates,8,3735,-15.785947418984495,1.0,Pressurização
Bombardier CRJ,10,25844,Turboprop,Azul,12,681,23.9602127295396,0.0,Nenhuma
Airbus A320,20,4248,Turbojato,United,21,4848,-37.39853281136314,1.0,Sistemas de Navegação
Boeing 737,3,39986,Turbojato,Emirates,14,2506,-15.91853649322288,0.0,Nenhuma
Airbus A350,6,1593,Turbojato,Azul,12,1031,2.3838480474237116,0.0,Nenhuma
Boeing 787,7,15728,Turbojato,Delta,23,4704,-36.16993553682333,1.0,Sistemas de Navegação
Boeing 787,20,21384,Turbofan,American,10,4367,-24.187104783441313,1.0,Pressurização
Airbus A320,23,25683,Turbojato,Delta,22,1606,39.43564343950227,1.0,Sistema Hidráulico
Embraer E190,25,16534,Turbofan,Delta,20,2255,43.03091254031608,0.0,Nenhuma
Airbus A330,27,6210,Turbojato,American,15,4493,22.878745528191274,0.0,Nenhuma
Airbus A330,18,43000,Turboprop,American,7,4005,-18.562995697562407,0.0,Nenhuma
Boeing 787,11,19759,Turbofan,American,9,971,-17.856017137942636,0.0,Nenhuma
Boeing 777,19,36459,Turbofan,American,10,454,14.892180412581197,0.0,Nenhuma
Boeing 777,5,33957,Turbofan,American,10,4822,-30.00403258911035,0.0,Nenhuma
Airbus A320,19,20643,Turbofan,Delta,16,4734,40.606297336581164,1.0,Outros
Airbus A330,11,2603,Turboprop,GOL,7,1670,-20.890903541634312,0.0,Nenhuma
Boeing 787,24,865,Turbojato,GOL,5,3002,44.969028161162726,1.0,Estrutural
Embraer E190,12,47278,Turbofan,Emirates,23,3168,2.137372600709135,0.0,Nenhuma
Airbus A330,10,45035,Turboprop,LATAM,3,1644,25.57154906439959,0.0,Nenhuma
Boeing 787,8,16603,Turbofan,GOL,18,615,-39.81435196702763,0.0,Nenhuma
Boeing 787,24,33010,Turbojato,United,11,4849,35.543444403889566,1.0,Elétrico
Boeing 737,28,24976,Turbofan,GOL,15,2918,-17.049826193650663,1.0,Sistema Hidráulico
Embraer E190,28,13242,Turboprop,Delta,21,907,16.774623286585552,0.0,Nenhuma
Boeing 737,9,12891,Turbojato,American,20,1334,28.540198867455118,0.0,Nenhuma
Airbus A320,4,37440,Turboprop,Emirates,5,634,-26.047442052484826,0.0,Nenhuma
Boeing 737,5,29401,Turbojato,American,12,4377,-2.3866940870155418,0.0,Nenhuma
Airbus A350,21,32501,Turbojato,British,4,1295,1.9760549554134883,0.0,Nenhuma
Boeing 737,8,16123,Turbojato,British,15,101,-13.469845446167614,0.0,Nenhuma
